Waypoint(Transform(Location(x=189.669998, y=294.578613, z=0.000000), Rotation(pitch=0.000000, yaw=90.039185, roll=0.000000)))
Waypoint(Transform(Location(x=186.777328, y=191.562775, z=0.000000), Rotation(pitch=0.000000, yaw=-366.885345, roll=0.000000)))
Waypoint(Transform(Location(x=189.180374, y=190.974258, z=0.000000), Rotation(pitch=0.000000, yaw=-380.636353, roll=0.000000)))
Waypoint(Transform(Location(x=191.490585, y=189.714737, z=0.000000), Rotation(pitch=0.000000, yaw=-39.023190, roll=0.000000)))
Waypoint(Transform(Location(x=193.261978, y=187.310379, z=0.000000), Rotation(pitch=0.000000, yaw=-68.215080, roll=0.000000)))
Waypoint(Transform(Location(x=193.685043, y=184.603363, z=0.000000), Rotation(pitch=0.000000, yaw=-450.012909, roll=0.000000)))
Waypoint(Transform(Location(x=193.684250, y=181.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.684250, y=181.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.683792, y=179.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.683350, y=177.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.682892, y=175.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.682434, y=173.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.681992, y=171.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.681534, y=169.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.681091, y=167.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.680634, y=165.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.680176, y=163.089539, z=0.000000), Rotation(pitch=0.000000, yaw=-90.012947, roll=0.000000)))
Waypoint(Transform(Location(x=193.681549, y=161.092712, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.684265, y=159.092712, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.686981, y=157.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.689697, y=155.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.692413, y=153.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.695129, y=151.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.697845, y=149.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.700562, y=147.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.703278, y=145.092728, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.705994, y=143.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.708725, y=141.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.711441, y=139.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.714157, y=137.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.716873, y=135.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.719589, y=133.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.722305, y=131.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.725021, y=129.092743, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.727737, y=127.092751, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.730453, y=125.092751, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.733170, y=123.092758, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.735886, y=121.092758, z=0.000000), Rotation(pitch=0.000000, yaw=-89.922165, roll=0.000000)))
Waypoint(Transform(Location(x=193.739990, y=118.072311, z=0.000000), Rotation(pitch=360.000000, yaw=270.077820, roll=0.000000)))
Waypoint(Transform(Location(x=193.739990, y=118.072311, z=0.000000), Rotation(pitch=360.000000, yaw=270.077820, roll=0.000000)))
Waypoint(Transform(Location(x=193.627075, y=115.798172, z=0.000000), Rotation(pitch=360.000000, yaw=262.074066, roll=0.000000)))
Waypoint(Transform(Location(x=193.058472, y=113.466980, z=0.000000), Rotation(pitch=360.000000, yaw=250.511429, roll=0.000000)))
Waypoint(Transform(Location(x=192.034149, y=111.297066, z=0.000000), Rotation(pitch=360.000000, yaw=238.948792, roll=0.000000)))
Waypoint(Transform(Location(x=190.595673, y=109.376495, z=0.000000), Rotation(pitch=360.000000, yaw=227.386169, roll=0.000000)))
Waypoint(Transform(Location(x=188.812927, y=107.786598, z=0.000000), Rotation(pitch=360.000000, yaw=216.140808, roll=0.000000)))
Waypoint(Transform(Location(x=186.759872, y=106.573524, z=0.000000), Rotation(pitch=360.000000, yaw=205.014038, roll=0.000000)))
Waypoint(Transform(Location(x=184.511322, y=105.779449, z=0.000000), Rotation(pitch=360.000000, yaw=193.887253, roll=0.000000)))
Waypoint(Transform(Location(x=181.498642, y=105.419998, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=181.498642, y=105.419998, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=179.498642, y=105.421356, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=177.498642, y=105.422714, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=175.498642, y=105.424072, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=173.498642, y=105.425430, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=171.498642, y=105.426788, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=169.498642, y=105.428146, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=167.498642, y=105.429504, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=165.498642, y=105.430862, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=163.498642, y=105.432220, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=161.498642, y=105.433578, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=159.498642, y=105.434937, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=157.498642, y=105.436295, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=155.498642, y=105.437660, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=153.498642, y=105.439018, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=151.498642, y=105.440376, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=149.498642, y=105.441734, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=147.498642, y=105.443092, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=145.498642, y=105.444450, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=143.498642, y=105.445808, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=141.498642, y=105.447166, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=139.498657, y=105.448524, z=0.000000), Rotation(pitch=0.000000, yaw=179.961075, roll=0.000000)))
Waypoint(Transform(Location(x=137.499329, y=105.449860, z=0.000000), Rotation(pitch=0.000000, yaw=179.980545, roll=0.000000)))
Waypoint(Transform(Location(x=135.501373, y=105.448753, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=133.501373, y=105.447395, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=131.501373, y=105.446037, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=129.501373, y=105.444672, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=127.501373, y=105.443314, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=125.501373, y=105.441956, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=123.501373, y=105.440590, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=121.501373, y=105.439232, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=119.501373, y=105.437874, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=117.501373, y=105.436508, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=115.501373, y=105.435150, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=113.501381, y=105.433792, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=111.501381, y=105.432434, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=109.501381, y=105.431068, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=107.501381, y=105.429710, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=105.501381, y=105.428352, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=103.501381, y=105.426987, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=101.501381, y=105.425629, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=99.501381, y=105.424271, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=97.501381, y=105.422905, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=95.501381, y=105.421547, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=93.501389, y=105.420189, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=91.501389, y=105.418831, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=89.501389, y=105.417465, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=87.501389, y=105.416107, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=85.501389, y=105.414749, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=83.501389, y=105.413383, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=81.501389, y=105.412025, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=79.501389, y=105.410667, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=77.501389, y=105.409302, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=75.501389, y=105.407944, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=73.501389, y=105.406586, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=71.501389, y=105.405220, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=69.501389, y=105.403862, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=67.501389, y=105.402504, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=65.501389, y=105.401146, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=63.501392, y=105.399780, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=61.501392, y=105.398422, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=59.501392, y=105.397064, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=57.501392, y=105.395699, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=55.501392, y=105.394341, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=53.501392, y=105.392982, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=51.501400, y=105.391617, z=0.000000), Rotation(pitch=0.000000, yaw=-179.961029, roll=0.000000)))
Waypoint(Transform(Location(x=49.498619, y=105.390747, z=0.000000), Rotation(pitch=0.000000, yaw=-180.040375, roll=0.000000)))
Waypoint(Transform(Location(x=47.492817, y=105.395859, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=45.492832, y=105.403076, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=43.492844, y=105.410301, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=41.492855, y=105.417519, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=39.492870, y=105.424736, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=37.492882, y=105.431961, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=35.492893, y=105.439178, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=33.492908, y=105.446396, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=31.492924, y=105.453621, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=29.492937, y=105.460838, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=27.492950, y=105.468056, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=25.492962, y=105.475281, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=23.492975, y=105.482498, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=21.492989, y=105.489716, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=19.493002, y=105.496941, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=17.493015, y=105.504158, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=15.493028, y=105.511375, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=13.493039, y=105.518600, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=11.493054, y=105.525818, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=9.493066, y=105.533035, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=7.493077, y=105.540260, z=0.000000), Rotation(pitch=0.000000, yaw=179.793152, roll=0.000000)))
Waypoint(Transform(Location(x=4.792330, y=105.550011, z=0.000000), Rotation(pitch=360.000000, yaw=179.791168, roll=0.000000)))
Waypoint(Transform(Location(x=4.792330, y=105.550011, z=0.000000), Rotation(pitch=360.000000, yaw=179.791168, roll=0.000000)))
Waypoint(Transform(Location(x=2.439472, y=105.775093, z=0.000000), Rotation(pitch=360.000000, yaw=169.279739, roll=0.000000)))
Waypoint(Transform(Location(x=0.167161, y=106.425636, z=0.000000), Rotation(pitch=360.000000, yaw=158.768326, roll=0.000000)))
Waypoint(Transform(Location(x=-1.948338, y=107.479805, z=0.000000), Rotation(pitch=360.000000, yaw=148.256897, roll=0.000000)))
Waypoint(Transform(Location(x=-3.814839, y=108.845001, z=0.000000), Rotation(pitch=360.000000, yaw=139.250381, roll=0.000000)))
Waypoint(Transform(Location(x=-5.483799, y=110.681381, z=0.000000), Rotation(pitch=360.000000, yaw=125.280815, roll=0.000000)))
Waypoint(Transform(Location(x=-6.660084, y=112.866341, z=0.000000), Rotation(pitch=360.000000, yaw=111.311256, roll=0.000000)))
Waypoint(Transform(Location(x=-7.274117, y=115.270645, z=0.000000), Rotation(pitch=360.000000, yaw=97.341690, roll=0.000000)))
Waypoint(Transform(Location(x=-7.359995, y=117.555504, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.359995, y=117.555504, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.364491, y=119.555496, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.368987, y=121.555489, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.373484, y=123.555489, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.377980, y=125.555481, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.382477, y=127.555473, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.386973, y=129.555466, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.391470, y=131.555466, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.395966, y=133.555450, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.400462, y=135.555450, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.404959, y=137.555435, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
Waypoint(Transform(Location(x=-7.409455, y=139.555435, z=0.000000), Rotation(pitch=360.000000, yaw=90.128822, roll=0.000000)))
