Waypoint(Transform(Location(x=235.159760, y=55.482361, z=0.000000), Rotation(pitch=360.000000, yaw=179.993011, roll=0.000000)))
Waypoint(Transform(Location(x=334.838898, y=101.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.837677, y=103.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.836456, y=105.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.835266, y=107.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.834045, y=109.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.832855, y=111.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.831635, y=113.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.830444, y=115.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.829224, y=117.028778, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.827087, y=120.578773, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.827087, y=120.578773, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.825867, y=122.578773, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.824677, y=124.578773, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.823456, y=126.578773, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.822266, y=128.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.821045, y=130.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.819824, y=132.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.818634, y=134.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.817413, y=136.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.816223, y=138.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.815002, y=140.578766, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.813141, y=143.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.813141, y=143.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.811920, y=145.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.810730, y=147.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.809509, y=149.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.808319, y=151.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.807098, y=153.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.805878, y=155.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.804688, y=157.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.803467, y=159.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.802277, y=161.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.801056, y=163.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.799866, y=165.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.798645, y=167.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.797424, y=169.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.796234, y=171.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.795013, y=173.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.793823, y=175.668762, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.792603, y=177.668747, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.791382, y=179.668747, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.790192, y=181.668747, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.787781, y=185.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.787781, y=185.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.786591, y=187.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.785370, y=189.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.784180, y=191.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.782959, y=193.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.781769, y=195.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.780548, y=197.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.779327, y=199.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.778137, y=201.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.776917, y=203.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.775696, y=205.648758, z=0.000000), Rotation(pitch=0.000000, yaw=-269.965363, roll=0.000000)))
Waypoint(Transform(Location(x=334.773590, y=209.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.773590, y=209.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.772369, y=211.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.771179, y=213.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.769958, y=215.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.768768, y=217.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.767548, y=219.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.766327, y=221.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.765137, y=223.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.763916, y=225.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.762726, y=227.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.761505, y=229.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.760315, y=231.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.759094, y=233.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.757874, y=235.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.756683, y=237.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.755463, y=239.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.754272, y=241.158752, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.753052, y=243.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.751831, y=245.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.750641, y=247.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.749420, y=249.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.748230, y=251.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.747009, y=253.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.745819, y=255.158737, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.744598, y=257.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.743378, y=259.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.742188, y=261.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.740967, y=263.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.739777, y=265.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.738556, y=267.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.737335, y=269.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
Waypoint(Transform(Location(x=334.736145, y=271.158722, z=0.000000), Rotation(pitch=0.000000, yaw=90.034599, roll=0.000000)))
